FECHA_MEDICION,LABORATORIO_COSTERO,ANOMALIA_TEMPERATURA
1981-11-01,PISCO,1.6597
1981-11-02,CALLAO,-0.1
1981-11-02,CHIMBOTE,-0.39
1981-11-02,ILO,0.1861
1981-11-02,PAITA,-2.1694
1981-11-02,PISCO,-0.0658
1981-11-03,CALLAO,-0.45
1981-11-03,CHIMBOTE,0.14
1981-11-03,ILO,0.4361
1981-11-03,PAITA,-1.1361
1981-11-03,PISCO,-0.9658
1981-11-04,CALLAO,-0.35
1981-11-04,CHIMBOTE,-0.79
1981-11-04,PAITA,-0.2694
1981-11-04,PISCO,-0.2658
1981-11-05,CALLAO,-0.15
1981-11-05,CHIMBOTE,-0.09
1981-11-05,ILO,0.6361
1981-11-05,PAITA,-1.4694
1981-11-05,PISCO,0.7342
1981-11-06,CALLAO,-0.05
1981-11-06,CHIMBOTE,-0.32
1981-11-06,ILO,-0.2139
1981-11-06,PAITA,-1.9694
1981-11-06,PISCO,0.9009
1981-11-07,PAITA,-2.375
1981-11-07,PISCO,-0.183
1981-11-08,PAITA,-1.5083
1981-11-08,PISCO,0.117
1981-11-09,CALLAO,-0.24
1981-11-09,CHIMBOTE,-0.54
1981-11-09,ILO,1.2456
1981-11-09,PAITA,-1.8416
1981-11-09,PISCO,-0.8497
1981-11-10,CALLAO,0.36
1981-11-10,CHIMBOTE,-0.64
1981-11-10,ILO,0.5456
1981-11-10,PAITA,-1.375
1981-11-10,PISCO,0.0503
1981-11-11,CALLAO,-0.09
1981-11-11,CHIMBOTE,-0.78
1981-11-11,ILO,1.0956
1981-11-11,PAITA,0.4917
1981-11-11,PISCO,1.3836
1981-11-12,CALLAO,-0.03
1981-11-12,CHIMBOTE,-1.66
1981-11-12,ILO,0.3741
1981-11-12,PAITA,1.6996
1981-11-12,PISCO,-0.4419
1981-11-13,CALLAO,0.17
1981-11-13,ILO,-0.5759
1981-11-13,PAITA,1.4663
1981-11-13,PISCO,1.1581
1981-11-14,PAITA,0.8996
1981-11-14,PISCO,1.8914
1981-11-15,PAITA,0.333
1981-11-16,CALLAO,0.27
1981-11-16,CHIMBOTE,-1.4
1981-11-16,ILO,-0.0759
1981-11-16,PAITA,0.7996
1981-11-16,PISCO,0.6581
1981-11-17,CALLAO,0.22
1981-11-17,CHIMBOTE,-1.45
1981-11-17,ILO,0.5785
1981-11-17,PAITA,0.2357
1981-11-17,PISCO,0.7658
1981-11-18,CALLAO,0.02
1981-11-18,CHIMBOTE,-0.85
1981-11-18,ILO,-0.4715
1981-11-18,PAITA,-0.131
1981-11-18,PISCO,-0.7342
1981-11-19,CALLAO,-0.13
1981-11-19,CHIMBOTE,-0.91
1981-11-19,ILO,0.5285
1981-11-19,PAITA,0.569
1981-11-19,PISCO,1.0325
1981-11-20,CALLAO,-0.03
1981-11-20,CHIMBOTE,-0.61
1981-11-20,ILO,0.7785
1981-11-20,PAITA,0.3357
1981-11-20,PISCO,0.7658
1981-11-21,PAITA,0.5357
1981-11-21,PISCO,2.8658
1981-11-22,PAITA,0.2825
1981-11-22,PISCO,3.2478
1981-11-23,CALLAO,0.16
1981-11-23,CHIMBOTE,-0.87
1981-11-23,ILO,0.6201
1981-11-23,PAITA,-0.5175
1981-11-23,PISCO,2.0144
1981-11-24,CALLAO,0.16
1981-11-24,CHIMBOTE,-0.32
1981-11-24,ILO,0.9701
1981-11-24,PAITA,-1.2175
1981-11-24,PISCO,1.1811
1981-11-25,CALLAO,-0.04
1981-11-25,CHIMBOTE,-1.57
1981-11-25,ILO,-0.1799
1981-11-25,PAITA,-1.0842
1981-11-25,PISCO,0.0478
1981-11-26,CALLAO,0.16
1981-11-26,CHIMBOTE,-0.92
1981-11-26,ILO,0.1701
1981-11-26,PAITA,-0.6175
1981-11-26,PISCO,0.4478
1981-11-27,CALLAO,-0.3
1981-11-27,CHIMBOTE,-1.68
1981-11-27,ILO,0.4591
1981-11-27,PAITA,-0.1735
1981-11-27,PISCO,1.5184
1981-11-28,PAITA,0.0932
1981-11-28,PISCO,2.4517
1981-11-29,PISCO,1.4517
1981-11-30,CALLAO,-0.3
1981-11-30,CHIMBOTE,-1.15
1981-11-30,ILO,-0.1909
1981-11-30,PISCO,0.7184
1981-12-01,CALLAO,-0.45
1981-12-01,CHIMBOTE,-0.18
1981-12-01,ILO,-1.0409
1981-12-01,PAITA,0.3265
1981-12-01,PISCO,1.385
1981-12-02,CALLAO,-0.32
1981-12-02,CHIMBOTE,-1.02
1981-12-02,ILO,-0.0711
1981-12-02,PAITA,0.2386
1981-12-02,PISCO,2.6366
1981-12-03,CALLAO,-0.32
1981-12-03,CHIMBOTE,-0.62
1981-12-03,ILO,0.4789
1981-12-03,PAITA,-0.928
1981-12-03,PISCO,3.0699
1981-12-04,CALLAO,-0.17
1981-12-04,CHIMBOTE,-1.27
1981-12-04,ILO,0.1789
1981-12-04,PAITA,-0.3614
1981-12-04,PISCO,3.5033
1981-12-05,PAITA,-0.0614
1981-12-05,PISCO,1.8033
1981-12-06,PAITA,-0.028
1981-12-06,PISCO,0.9033
1981-12-07,CALLAO,0.1
1981-12-07,CHIMBOTE,-2.34
1981-12-07,ILO,0.7725
1981-12-07,PISCO,2.3684
1981-12-08,PISCO,0.9684
1981-12-09,CALLAO,0.4
1981-12-09,CHIMBOTE,-2.5
1981-12-09,ILO,1.0725
1981-12-09,PAITA,-0.4052
1981-12-09,PISCO,0.9684
1981-12-10,CALLAO,0.4
1981-12-10,CHIMBOTE,-1.5
1981-12-10,ILO,1.3225
1981-12-10,PAITA,-0.2052
1981-12-10,PISCO,2.8851
1981-12-11,CALLAO,0.3
1981-12-11,CHIMBOTE,-2.0
1981-12-11,ILO,1.4225
1981-12-11,PAITA,-0.7052
1981-12-11,PISCO,1.5684
1981-12-12,PAITA,-0.8054
1981-12-12,PISCO,1.3548
1981-12-13,PAITA,-1.2721
1981-12-13,PISCO,1.9882
1981-12-14,CALLAO,0.05
1981-12-14,ILO,1.802
1981-12-14,PAITA,-1.5721
1981-12-14,PISCO,0.8215
1981-12-15,CALLAO,0.2
1981-12-15,CHIMBOTE,-1.79
1981-12-15,ILO,0.602
1981-12-15,PAITA,-2.0721
1981-12-15,PISCO,1.0882
1981-12-16,CALLAO,-0.1
1981-12-16,CHIMBOTE,-1.83
1981-12-16,ILO,1.902
1981-12-16,PAITA,-1.8721
1981-12-16,PISCO,3.2215
1981-12-17,CALLAO,-0.4
1981-12-17,CHIMBOTE,-1.23
1981-12-17,ILO,1.1929
1981-12-17,PAITA,-2.0037
1981-12-17,PISCO,0.5445
1981-12-18,CALLAO,-0.5
1981-12-18,CHIMBOTE,-2.03
1981-12-18,ILO,0.3929
1981-12-18,PAITA,-2.1037
1981-12-18,PISCO,0.2445
1981-12-19,PAITA,-2.5703
1981-12-19,PISCO,1.1445
1981-12-20,PAITA,-2.4037
1981-12-20,PISCO,0.6445
1981-12-21,CALLAO,0.05
1981-12-21,CHIMBOTE,-0.56
1981-12-21,ILO,-0.0071
1981-12-21,PAITA,-2.6703
1981-12-21,PISCO,0.2445
1981-12-22,CALLAO,-0.26
1981-12-22,CHIMBOTE,0.02
1981-12-22,ILO,-0.4131
1981-12-22,PAITA,-2.2321
1981-12-22,PISCO,-1.1947
1981-12-23,CALLAO,-0.26
1981-12-23,CHIMBOTE,-0.51
1981-12-23,ILO,0.7369
1981-12-23,PAITA,-2.4321
1981-12-23,PISCO,0.8053
1981-12-24,ILO,0.6369
1981-12-24,PAITA,-2.0321
1981-12-24,PISCO,-0.3447
1981-12-25,PAITA,-1.8988
1981-12-25,PISCO,-0.6947
1981-12-26,PAITA,-1.7988
1981-12-26,PISCO,0.772
1981-12-27,PAITA,-2.3664
1981-12-27,PISCO,0.3384
1981-12-28,CALLAO,-0.76
1981-12-28,CHIMBOTE,-2.69
1981-12-28,ILO,0.6502
1981-12-28,PAITA,-2.6997
1981-12-28,PISCO,-0.7616
1981-12-29,CALLAO,-0.46
1981-12-29,CHIMBOTE,-2.21
1981-12-29,ILO,-0.1498
1981-12-29,PAITA,-1.933
1981-12-29,PISCO,0.4384
1981-12-30,CALLAO,-0.06
1981-12-30,CHIMBOTE,-1.14
1981-12-30,ILO,1.0502
1981-12-30,PAITA,1.0336
1981-12-30,PISCO,1.6717
1981-12-31,ILO,0.6002
1981-12-31,PAITA,1.267
1981-12-31,PISCO,1.3384
1982-01-01,PAITA,1.699
1982-01-02,PAITA,1.9657
1982-01-03,PAITA,1.2323
1982-01-04,CALLAO,-1.45
1982-01-04,CHIMBOTE,-1.1
1982-01-04,ILO,2.5248
1982-01-04,PAITA,1.099
1982-01-05,CALLAO,-1.25
1982-01-05,CHIMBOTE,-0.87
1982-01-05,ILO,0.1748
1982-01-05,PAITA,1.5657
1982-01-06,CALLAO,-0.84
1982-01-06,CHIMBOTE,-1.75
1982-01-06,ILO,0.2099
1982-01-06,PAITA,2.0836
1982-01-07,CALLAO,-0.79
1982-01-07,CHIMBOTE,-1.05
1982-01-07,ILO,0.8099
1982-01-07,PAITA,2.4502
1982-01-08,CALLAO,-0.69
1982-01-08,CHIMBOTE,-0.58
1982-01-08,ILO,0.3599
1982-01-08,PAITA,3.0836
1982-01-09,PAITA,1.0169
1982-01-10,PAITA,-0.2498
1982-01-11,CALLAO,-0.92
1982-01-11,CHIMBOTE,-2.0
1982-01-11,ILO,0.5696
1982-01-11,PAITA,-0.7793
1982-01-12,CALLAO,-0.77
1982-01-12,CHIMBOTE,-3.64
1982-01-12,ILO,0.4696
1982-01-12,PAITA,-0.2126
1982-01-13,CALLAO,-1.17
1982-01-13,CHIMBOTE,-2.07
1982-01-13,ILO,0.3696
1982-01-13,PAITA,-0.646
1982-01-14,CALLAO,-0.62
1982-01-14,CHIMBOTE,-1.8
1982-01-14,ILO,-0.2804
1982-01-14,PAITA,0.7207
1982-01-15,CALLAO,-0.67
1982-01-15,CHIMBOTE,-2.57
1982-01-15,ILO,0.4196
1982-01-15,PAITA,0.9874
1982-01-16,PAITA,1.9127
1982-01-17,PAITA,2.546
1982-01-18,CHIMBOTE,-1.36
1982-01-18,ILO,1.0545
1982-01-18,PAITA,2.5127
1982-01-19,CALLAO,-0.58
1982-01-19,CHIMBOTE,-1.29
1982-01-19,ILO,1.3545
1982-01-19,PAITA,2.1127
1982-01-20,CALLAO,-1.23
1982-01-20,CHIMBOTE,-1.22
1982-01-20,ILO,0.4045
1982-01-20,PAITA,0.6127
1982-01-21,CALLAO,-0.64
1982-01-21,CHIMBOTE,-1.39
1982-01-21,ILO,0.2492
1982-01-21,PAITA,-2.3372
1982-01-22,CALLAO,-0.64
1982-01-22,CHIMBOTE,-1.89
1982-01-22,ILO,0.4492
1982-01-22,PAITA,-1.8039
1982-01-23,PAITA,-2.6039
1982-01-24,PAITA,-1.7039
1982-01-25,CALLAO,-0.49
1982-01-25,CHIMBOTE,-1.46
1982-01-25,ILO,-0.2508
1982-01-25,PAITA,-0.2372
1982-01-26,CALLAO,-0.34
1982-01-26,CHIMBOTE,-1.22
1982-01-26,ILO,0.4557
1982-01-26,PAITA,0.1865
1982-01-27,CALLAO,-0.44
1982-01-27,CHIMBOTE,-0.65
1982-01-27,ILO,0.7057
1982-01-27,PAITA,0.8199
1982-01-28,CALLAO,-0.64
1982-01-28,CHIMBOTE,-0.12
1982-01-28,ILO,0.5557
1982-01-28,PAITA,1.1532
1982-01-29,CALLAO,-0.24
1982-01-29,CHIMBOTE,-0.35
1982-01-29,ILO,-0.3443
1982-01-29,PAITA,1.1199
1982-01-30,PAITA,0.8865
1982-01-31,PAITA,0.0601
1982-02-01,CALLAO,-0.37
1982-02-01,CHIMBOTE,-1.2
1982-02-01,ILO,-0.8091
1982-02-01,PISCO,-1.9769
1982-02-02,CALLAO,-0.62
1982-02-02,CHIMBOTE,-1.98
1982-02-02,ILO,-0.5091
1982-02-02,PISCO,0.5565
1982-02-03,CALLAO,-0.57
1982-02-03,CHIMBOTE,-1.18
1982-02-03,ILO,-0.0591
1982-02-03,PISCO,0.1565
1982-02-04,CALLAO,-0.37
1982-02-04,CHIMBOTE,-0.02
1982-02-04,ILO,1.6409
1982-02-04,PISCO,-0.6769
1982-02-05,CALLAO,-0.61
1982-02-05,CHIMBOTE,0.17
1982-02-05,ILO,1.8453
1982-02-05,PISCO,0.0225
1982-02-06,PISCO,2.3225
1982-02-07,PISCO,2.0558
1982-02-08,CALLAO,-0.91
1982-02-08,CHIMBOTE,-0.27
1982-02-08,ILO,0.0953
1982-02-08,PAITA,-0.7497
1982-02-08,PISCO,1.3225
1982-02-09,CALLAO,-0.96
1982-02-09,CHIMBOTE,-0.1
1982-02-09,ILO,1.0453
1982-02-09,PAITA,-2.8497
1982-02-09,PISCO,-0.4775
1982-02-10,CALLAO,-1.29
1982-02-10,CHIMBOTE,0.36
1982-02-10,ILO,0.8443
1982-02-10,PAITA,-1.9488
1982-02-10,PISCO,-1.5355
1982-02-11,CALLAO,-1.04
1982-02-11,CHIMBOTE,1.0
1982-02-11,ILO,-0.3557
1982-02-11,PAITA,-1.6488
1982-02-11,PISCO,-2.5689
1982-02-12,CALLAO,-0.99
1982-02-12,CHIMBOTE,0.16
1982-02-12,ILO,0.3943
1982-02-12,PAITA,-2.6822
1982-02-12,PISCO,0.5645
1982-02-13,PAITA,-5.0488
1982-02-13,PISCO,1.2645
1982-02-14,PAITA,-4.5155
1982-02-14,PISCO,0.5311
1982-02-15,CALLAO,-0.87
1982-02-15,CHIMBOTE,0.3
1982-02-15,ILO,1.4394
1982-02-15,PAITA,-2.2441
1982-02-15,PISCO,0.3537
1982-02-16,CALLAO,-0.82
1982-02-16,CHIMBOTE,0.64
1982-02-16,ILO,1.3894
1982-02-16,PAITA,-3.2108
1982-02-16,PISCO,-1.0129
1982-02-17,CALLAO,-0.82
1982-02-17,CHIMBOTE,-0.16
1982-02-17,ILO,1.7394
1982-02-17,PAITA,-2.3774
1982-02-17,PISCO,0.0204
1982-02-18,CALLAO,-0.62
1982-02-18,CHIMBOTE,0.37
1982-02-18,ILO,0.1894
1982-02-18,PAITA,-2.8774
1982-02-18,PISCO,-0.6796
1982-02-19,CALLAO,-0.37
1982-02-19,CHIMBOTE,-0.4
1982-02-19,ILO,-0.0606
1982-02-19,PAITA,-3.1108
1982-02-19,PISCO,-0.2296
1982-02-20,PAITA,-3.1331
1982-02-20,PISCO,0.6424
1982-02-21,PAITA,-2.2331
1982-02-21,PISCO,0.6758
1982-02-22,CALLAO,-0.5
1982-02-22,CHIMBOTE,-1.65
1982-02-22,ILO,-1.1917
1982-02-22,PAITA,-2.1664
1982-02-22,PISCO,-1.2242
1982-02-23,CALLAO,-0.35
1982-02-23,CHIMBOTE,-2.08
1982-02-23,ILO,-0.7417
1982-02-23,PAITA,-2.3664
1982-02-23,PISCO,-0.1242
1982-02-24,CALLAO,-0.2
1982-02-24,CHIMBOTE,-1.45
1982-02-24,ILO,-1.5417
1982-02-24,PAITA,-2.4664
1982-02-24,PISCO,-0.5576
1982-02-25,CALLAO,-0.59
1982-02-25,CHIMBOTE,-1.97
1982-02-25,ILO,-1.5822
1982-02-25,PAITA,-1.6792
1982-02-25,PISCO,-0.5209
1982-02-26,CALLAO,-0.24
1982-02-26,CHIMBOTE,-1.64
1982-02-26,ILO,-0.0822
1982-02-26,PAITA,-2.9792
1982-02-26,PISCO,-2.0542
1982-02-27,PAITA,-3.8125
1982-02-27,PISCO,-1.4875
1982-02-28,PAITA,-3.3792
1982-02-28,PISCO,0.3125
1982-03-01,CALLAO,-1.04
1982-03-01,CHIMBOTE,-2.44
1982-03-01,PAITA,-2.7125
1982-03-01,PISCO,-1.0542
1982-03-02,CALLAO,-1.24
1982-03-02,CHIMBOTE,-2.37
1982-03-02,PAITA,-3.8886
1982-03-02,PISCO,-1.4834
1982-03-03,CALLAO,-1.74
1982-03-03,CHIMBOTE,-2.67
1982-03-03,ILO,-1.3483
1982-03-03,PAITA,-2.5552
1982-03-03,PISCO,-0.1667
1982-03-04,CALLAO,-2.54
1982-03-04,CHIMBOTE,-3.33
1982-03-04,ILO,-0.1483
1982-03-04,PAITA,-2.5552
1982-03-04,PISCO,-0.3334
1982-03-05,CALLAO,-2.44
1982-03-05,CHIMBOTE,-2.53
1982-03-05,ILO,0.2517
1982-03-05,PAITA,-2.4886
1982-03-05,PISCO,-1.1334
1982-03-06,PAITA,-4.0219
1982-03-06,PISCO,-0.7001
1982-03-07,PAITA,-4.8499
1982-03-07,PISCO,0.081
1982-03-08,CALLAO,-1.62
1982-03-08,CHIMBOTE,-2.27
1982-03-08,ILO,-1.4469
1982-03-08,PAITA,-5.1833
1982-03-08,PISCO,1.281
1982-03-09,CALLAO,-0.12
1982-03-09,CHIMBOTE,-2.27
1982-03-09,ILO,-1.1969
1982-03-09,PAITA,-3.5833
1982-03-09,PISCO,0.7477
1982-03-10,CALLAO,0.98
1982-03-10,CHIMBOTE,-2.03
1982-03-10,ILO,2.5031
1982-03-10,PAITA,-4.2499
1982-03-10,PISCO,0.3477
1982-03-11,CALLAO,0.68
1982-03-11,CHIMBOTE,-2.4
1982-03-11,ILO,1.9531
1982-03-11,PAITA,-4.1166
1982-03-11,PISCO,-1.0523
1982-03-12,CALLAO,-1.06
1982-03-12,CHIMBOTE,-2.15
1982-03-12,ILO,0.0749
1982-03-12,PAITA,-4.2099
1982-03-12,PISCO,1.2114
1982-03-13,PAITA,-4.9099
1982-03-13,PISCO,-0.7886
1982-03-14,PAITA,-4.8766
1982-03-14,PISCO,1.0447
1982-03-15,CALLAO,1.44
1982-03-15,CHIMBOTE,-1.58
1982-03-15,ILO,-1.1751
1982-03-15,PAITA,-5.2766
1982-03-15,PISCO,0.878
1982-03-16,CALLAO,1.64
1982-03-16,CHIMBOTE,-1.15
1982-03-16,ILO,-0.8751
1982-03-16,PAITA,-3.9766
1982-03-16,PISCO,0.878
1982-03-17,CALLAO,1.43
1982-03-17,CHIMBOTE,-1.54
1982-03-17,ILO,-1.0843
1982-03-17,PAITA,-2.9458
1982-03-17,PISCO,0.4295
1982-03-18,CALLAO,0.83
1982-03-18,CHIMBOTE,-1.27
1982-03-18,ILO,-0.8843
1982-03-18,PAITA,-2.0791
1982-03-18,PISCO,0.8628
1982-03-19,CALLAO,0.63
1982-03-19,CHIMBOTE,-0.89
1982-03-19,ILO,-0.4343
1982-03-19,PAITA,-2.3124
1982-03-19,PISCO,0.2295
1982-03-20,PAITA,-1.2791
1982-03-20,PISCO,-0.5705
1982-03-21,PAITA,-0.8791
1982-03-21,PISCO,-0.9038
1982-03-22,CALLAO,-0.29
1982-03-22,CHIMBOTE,-1.7
1982-03-22,ILO,-0.6233
1982-03-22,PAITA,-0.5651
1982-03-22,PISCO,-0.8969
1982-03-23,CALLAO,-0.49
1982-03-23,CHIMBOTE,-1.76
1982-03-23,ILO,-0.1733
1982-03-23,PAITA,-1.2318
1982-03-23,PISCO,1.3364
1982-03-24,CALLAO,-1.69
1982-03-24,CHIMBOTE,-1.33
1982-03-24,ILO,1.5267
1982-03-24,PAITA,-1.2318
1982-03-24,PISCO,1.2031
1982-03-25,CALLAO,-0.29
1982-03-25,CHIMBOTE,-1.06
1982-03-25,ILO,-0.9733
1982-03-25,PAITA,-0.1984
1982-03-25,PISCO,-0.4969
1982-03-26,CALLAO,-0.49
1982-03-26,CHIMBOTE,-0.66
1982-03-26,ILO,-0.3233
1982-03-26,PAITA,-1.4318
1982-03-26,PISCO,-1.1636
1982-03-27,PAITA,-0.6782
1982-03-27,PISCO,-0.3032
1982-03-28,PAITA,-0.3115
1982-03-28,PISCO,-0.3032
1982-03-29,CALLAO,0.82
1982-03-29,CHIMBOTE,-1.65
1982-03-29,ILO,-1.0594
1982-03-29,PAITA,-1.5115
1982-03-30,CALLAO,1.12
1982-03-30,CHIMBOTE,-1.08
1982-03-30,ILO,-0.4594
1982-03-30,PAITA,-0.6448
1982-03-30,PISCO,0.3634
1982-03-31,CALLAO,0.92
1982-03-31,CHIMBOTE,-0.75
1982-03-31,ILO,-1.2094
1982-03-31,PAITA,-2.0782
1982-03-31,PISCO,0.4634
1982-04-01,CALLAO,0.08
1982-04-01,CHIMBOTE,-1.3
1982-04-01,ILO,0.6738
1982-04-01,PAITA,-1.1293
1982-04-01,PISCO,0.3286
1982-04-02,CALLAO,-0.72
1982-04-02,CHIMBOTE,-0.36
1982-04-02,ILO,-0.4762
1982-04-02,PAITA,-2.896
1982-04-02,PISCO,-0.3714
1982-04-03,PAITA,-3.1293
1982-04-03,PISCO,-0.5381
1982-04-04,PAITA,-3.796
1982-04-04,PISCO,-0.3714
1982-04-05,CALLAO,-0.32
1982-04-05,CHIMBOTE,-0.96
1982-04-05,ILO,0.4738
1982-04-05,PAITA,-3.496
1982-04-05,PISCO,0.6619
1982-04-06,CALLAO,-0.14
1982-04-06,CHIMBOTE,-0.61
1982-04-06,PAITA,-1.6983
1982-04-06,PISCO,0.0901
1982-04-07,CALLAO,-0.34
1982-04-07,CHIMBOTE,-0.68
1982-04-07,PAITA,-1.065
1982-04-07,PISCO,0.1901
1982-04-08,CALLAO,-0.34
1982-04-08,ILO,0.2294
1982-04-08,PAITA,-0.1317
1982-04-08,PISCO,1.2568
1982-04-09,CALLAO,-0.24
1982-04-09,PAITA,0.6017
1982-04-09,PISCO,1.0901
1982-04-10,PAITA,0.1683
1982-04-10,PISCO,0.5235
1982-04-11,PISCO,0.7928
1982-04-12,CALLAO,-0.67
1982-04-12,CHIMBOTE,-1.69
1982-04-12,ILO,-0.1105
1982-04-12,PAITA,-0.6406
1982-04-12,PISCO,0.4595
1982-04-13,CALLAO,-0.97
1982-04-13,CHIMBOTE,-2.13
1982-04-13,ILO,-0.0605
1982-04-13,PAITA,-1.7073
1982-04-13,PISCO,-0.8405
1982-04-14,CALLAO,-1.07
1982-04-14,CHIMBOTE,-2.36
1982-04-14,ILO,1.1395
1982-04-14,PAITA,-1.9739
1982-04-14,PISCO,-1.9572
1982-04-15,CALLAO,-0.57
1982-04-15,CHIMBOTE,-2.13
1982-04-15,ILO,0.3895
1982-04-15,PAITA,-2.8739
1982-04-15,PISCO,0.4928
1982-04-16,CALLAO,-0.76
1982-04-16,CHIMBOTE,-2.37
1982-04-16,ILO,0.2833
1982-04-16,PAITA,-2.6309
1982-04-16,PISCO,0.8543
1982-04-17,PAITA,-3.0309
1982-04-17,PISCO,0.9543
1982-04-18,PAITA,-3.0309
1982-04-18,PISCO,1.321
1982-04-19,CALLAO,-0.66
1982-04-19,CHIMBOTE,-1.94
1982-04-19,ILO,-0.3667
1982-04-19,PAITA,-3.2975
1982-04-19,PISCO,1.121
1982-04-20,CALLAO,-0.56
1982-04-20,CHIMBOTE,-2.04
1982-04-20,ILO,-1.1667
1982-04-20,PAITA,-3.5642
1982-04-20,PISCO,0.5876
1982-04-21,CALLAO,-1.51
1982-04-21,CHIMBOTE,-1.91
1982-04-21,ILO,-0.7584
1982-04-21,PAITA,-2.9123
1982-04-21,PISCO,1.5791
1982-04-22,CALLAO,-1.51
1982-04-22,CHIMBOTE,-1.91
1982-04-22,ILO,-0.8584
1982-04-22,PAITA,-2.679
1982-04-22,PISCO,0.7458
1982-04-23,CALLAO,-1.21
1982-04-23,CHIMBOTE,-1.71
1982-04-23,ILO,-0.7584
1982-04-23,PAITA,-2.379
1982-04-23,PISCO,0.0791
1982-04-24,PAITA,-2.3457
1982-04-24,PISCO,-1.3542
1982-04-25,PAITA,-2.3123
1982-04-25,PISCO,-0.1542
1982-04-26,CALLAO,-1.15
1982-04-26,CHIMBOTE,-2.11
1982-04-26,ILO,0.4202
1982-04-26,PAITA,-2.3159
1982-04-26,PISCO,-0.0272
1982-04-27,CALLAO,-1.65
1982-04-27,CHIMBOTE,-1.31
1982-04-27,ILO,0.3202
1982-04-27,PAITA,-2.7159
1982-04-27,PISCO,-0.5272
1982-04-28,CALLAO,-1.45
1982-04-28,CHIMBOTE,-1.35
1982-04-28,ILO,-0.1798
1982-04-28,PAITA,-2.7493
1982-04-28,PISCO,-0.1939
1982-04-29,CALLAO,-1.45
1982-04-29,CHIMBOTE,-1.48
1982-04-29,ILO,0.7202
1982-04-29,PAITA,-2.8493
1982-04-29,PISCO,-0.0272
1982-04-30,CALLAO,-1.55
1982-04-30,CHIMBOTE,-1.68
1982-04-30,ILO,0.5702
1982-04-30,PAITA,-2.0493
1982-04-30,PISCO,0.8394
1982-05-01,PISCO,1.3082
1982-05-02,PISCO,-0.3585
1982-05-03,CHIMBOTE,0.11
1982-05-03,ILO,0.1767
1982-05-03,PAITA,-1.4726
1982-05-03,PISCO,-0.0585
1982-05-04,CHIMBOTE,-0.86
1982-05-04,ILO,0.11
1982-05-04,PAITA,-2.0726
1982-05-04,PISCO,-1.1585
1982-05-05,CHIMBOTE,-0.66
1982-05-05,ILO,-0.0233
1982-05-05,PAITA,-1.8726
1982-05-05,PISCO,0.5415
1982-05-06,CHIMBOTE,-0.29
1982-05-06,ILO,0.89
1982-05-06,PAITA,-1.1932
1982-05-06,PISCO,1.1653
1982-05-07,CHIMBOTE,-0.49
1982-05-07,ILO,0.3233
1982-05-07,PAITA,-1.3598
1982-05-07,PISCO,0.7986
1982-05-08,PAITA,-1.4932
1982-05-08,PISCO,0.832
1982-05-09,PAITA,-1.1598
1982-05-09,PISCO,0.2986
1982-05-10,CALLAO,-0.26
1982-05-10,CHIMBOTE,0.01
1982-05-10,ILO,-0.0767
1982-05-10,PAITA,-1.1598
1982-05-10,PISCO,0.232
1982-05-11,CALLAO,-0.31
1982-05-11,CHIMBOTE,-0.45
1982-05-11,ILO,-0.0645
1982-05-11,PAITA,-0.8585
1982-05-11,PISCO,0.4561
1982-05-12,CHIMBOTE,-0.99
1982-05-12,ILO,0.1355
1982-05-12,PAITA,-0.6251
1982-05-12,PISCO,0.7561
1982-05-13,CHIMBOTE,-0.12
1982-05-13,ILO,-0.3979
1982-05-13,PAITA,-0.4585
1982-05-13,PISCO,0.2561
1982-05-14,CHIMBOTE,-0.49
1982-05-14,ILO,-0.3645
1982-05-14,PAITA,0.0749
1982-05-14,PISCO,0.8228
1982-05-15,PAITA,0.6749
1982-05-15,PISCO,0.7561
1982-05-16,PAITA,0.7743
1982-05-16,PISCO,0.8124
1982-05-17,CALLAO,-0.01
1982-05-17,CHIMBOTE,-0.57
1982-05-17,ILO,0.6425
1982-05-17,PAITA,0.441
1982-05-17,PISCO,1.2124
1982-05-18,CALLAO,0.34
1982-05-18,CHIMBOTE,-1.37
1982-05-18,ILO,-0.2908
1982-05-18,PAITA,0.841
1982-05-18,PISCO,1.4457
1982-05-19,CALLAO,-0.16
1982-05-19,CHIMBOTE,-0.8
1982-05-19,ILO,-0.3575
1982-05-19,PAITA,0.741
1982-05-19,PISCO,1.079
1982-05-20,CALLAO,-0.01
1982-05-20,CHIMBOTE,-0.57
1982-05-20,ILO,0.3425
1982-05-20,PAITA,0.1743
1982-05-20,PISCO,1.179
1982-05-21,CALLAO,1.09
1982-05-21,CHIMBOTE,-0.27
1982-05-21,ILO,0.2075
1982-05-21,PAITA,0.1035
1982-05-21,PISCO,0.0619
1982-05-22,PAITA,0.1368
1982-05-22,PISCO,-0.0881
1982-05-23,PAITA,-0.1465
1982-05-23,PISCO,1.9952
1982-05-24,CALLAO,0.59
1982-05-24,CHIMBOTE,-0.07
1982-05-24,ILO,0.1408
1982-05-24,PAITA,0.5035
1982-05-24,PISCO,0.9952
1982-05-25,CALLAO,0.04
1982-05-25,CHIMBOTE,-1.23
1982-05-25,ILO,0.1742
1982-05-25,PAITA,0.3702
1982-05-25,PISCO,0.7952
1982-05-26,CALLAO,0.08
1982-05-26,CHIMBOTE,-0.58
1982-05-26,PAITA,0.1289
1982-05-26,PISCO,0.2633
1982-05-27,CALLAO,-0.27
