FECHA_MEDICION,LABORATORIO_COSTERO,ANOMALIA_TEMPERATURA
2004-09-02,CHIMBOTE,-0.69
2004-09-02,HUACHO,0.1682
2004-09-02,ILO,-0.037
2004-09-02,PAITA,1.9736
2004-09-02,PISCO,-1.0633
2004-09-02,SAN JOSE,-0.495
2004-09-02,TUMBES,-0.8488
2004-09-03,CALLAO,-1.2
2004-09-03,CHICAMA,-1.0
2004-09-03,CHIMBOTE,-0.76
2004-09-03,HUACHO,0.4123
2004-09-03,ILO,0.0387
2004-09-03,PAITA,2.6003
2004-09-03,PISCO,-0.8214
2004-09-03,SAN JOSE,-0.7564
2004-09-03,TUMBES,-0.8861
2004-09-04,CALLAO,-1.1
2004-09-04,CHICAMA,-1.0
2004-09-04,CHIMBOTE,-0.8
2004-09-04,HUACHO,0.3456
2004-09-04,ILO,0.172
2004-09-04,PAITA,3.067
2004-09-04,PISCO,-0.9547
2004-09-04,SAN JOSE,-0.7564
2004-09-04,TUMBES,0.4472
2004-09-05,CHICAMA,-0.9
2004-09-05,PAITA,3.367
2004-09-05,PISCO,-0.4881
2004-09-05,SAN JOSE,-0.6897
2004-09-06,CALLAO,-0.63
2004-09-06,CHICAMA,-0.7
2004-09-06,CHIMBOTE,-0.73
2004-09-06,HUACHO,0.0789
2004-09-06,ILO,0.072
2004-09-06,PAITA,1.9003
2004-09-06,PISCO,-1.1214
2004-09-06,SAN JOSE,-0.4564
2004-09-06,TUMBES,0.1806
2004-09-07,CALLAO,-0.33
2004-09-07,CHICAMA,-0.7
2004-09-07,CHIMBOTE,-0.6
2004-09-07,HUACHO,0.3123
2004-09-07,ILO,-0.128
2004-09-07,PAITA,1.5003
2004-09-07,PISCO,-0.9547
2004-09-07,SAN JOSE,-0.5564
2004-09-07,TUMBES,-0.1528
2004-09-08,CALLAO,-0.85
2004-09-08,CHICAMA,-0.3
2004-09-08,CHIMBOTE,-0.33
2004-09-08,HUACHO,0.0094
2004-09-08,ILO,0.0395
2004-09-08,PAITA,0.2546
2004-09-08,PISCO,-0.5651
2004-09-08,SAN JOSE,-0.3417
2004-09-08,TUMBES,0.2941
2004-09-09,CALLAO,-0.69
2004-09-09,CHICAMA,-0.3
2004-09-09,CHIMBOTE,-0.46
2004-09-09,HUACHO,0.076
2004-09-09,ILO,0.1395
2004-09-09,PAITA,0.1212
2004-09-09,PISCO,-0.8651
2004-09-09,SAN JOSE,-0.3417
2004-09-09,TUMBES,0.4941
2004-09-10,CALLAO,-0.79
2004-09-10,CHICAMA,0.1
2004-09-10,CHIMBOTE,-0.76
2004-09-10,HUACHO,0.0094
2004-09-10,ILO,-0.0272
2004-09-10,PAITA,-0.5788
2004-09-10,PISCO,-0.4984
2004-09-10,SAN JOSE,-0.575
2004-09-10,TUMBES,0.0608
2004-09-11,CALLAO,-0.79
2004-09-11,CHICAMA,0.2
2004-09-11,CHIMBOTE,-0.66
2004-09-11,HUACHO,-0.2573
2004-09-11,ILO,0.1728
2004-09-11,PAITA,-1.0788
2004-09-11,PISCO,-0.4651
2004-09-11,SAN JOSE,-0.3083
2004-09-11,TUMBES,0.2941
2004-09-12,CHICAMA,0.5
2004-09-12,PAITA,-0.7788
2004-09-12,PISCO,-0.7317
2004-09-12,SAN JOSE,-0.4083
2004-09-13,CALLAO,-0.61
2004-09-13,CHICAMA,-0.1
2004-09-13,CHIMBOTE,-0.71
2004-09-13,HUACHO,-0.9241
2004-09-13,ILO,0.302
2004-09-13,PAITA,-0.9806
2004-09-13,PISCO,-1.1416
2004-09-13,SAN JOSE,-0.1642
2004-09-13,TUMBES,0.6172
2004-09-14,CALLAO,-0.68
2004-09-14,CHICAMA,0.0
2004-09-14,CHIMBOTE,-0.14
2004-09-14,HUACHO,-0.6241
2004-09-14,ILO,0.102
2004-09-14,PAITA,-0.8139
2004-09-14,PISCO,-0.6416
2004-09-14,SAN JOSE,0.1358
2004-09-14,TUMBES,0.6839
2004-09-15,CALLAO,-0.51
2004-09-15,CHICAMA,-0.2
2004-09-15,CHIMBOTE,-0.04
2004-09-15,HUACHO,-0.5241
2004-09-15,ILO,-0.0313
2004-09-15,PAITA,-0.6139
2004-09-15,PISCO,-0.9749
2004-09-15,SAN JOSE,0.0025
2004-09-15,TUMBES,0.2172
2004-09-16,CALLAO,-0.48
2004-09-16,CHICAMA,-0.4
2004-09-16,CHIMBOTE,0.12
2004-09-16,HUACHO,-0.4907
2004-09-16,ILO,-0.0313
2004-09-16,PAITA,2.7194
2004-09-16,PISCO,-0.7083
2004-09-16,SAN JOSE,-0.2642
2004-09-16,TUMBES,0.1839
2004-09-17,CALLAO,-0.48
2004-09-17,CHICAMA,-0.2
2004-09-17,CHIMBOTE,0.06
2004-09-17,HUACHO,-0.3574
2004-09-17,ILO,0.002
2004-09-17,PAITA,3.4194
2004-09-17,PISCO,-1.1749
2004-09-17,SAN JOSE,-0.2642
2004-09-17,TUMBES,-0.0828
2004-09-18,CALLAO,-0.33
2004-09-18,CHICAMA,-0.2
2004-09-18,CHIMBOTE,0.2
2004-09-18,HUACHO,-0.3951
2004-09-18,ILO,-0.146
2004-09-18,PAITA,3.2559
2004-09-18,PISCO,-1.2762
2004-09-18,SAN JOSE,-0.2396
2004-09-18,TUMBES,0.7463
2004-09-19,CALLAO,-0.46
2004-09-19,CHICAMA,0.1
2004-09-19,PAITA,3.4559
2004-09-19,PISCO,-0.8428
2004-09-19,SAN JOSE,-0.5063
2004-09-20,CALLAO,-0.43
2004-09-20,CHICAMA,-0.4
2004-09-20,CHIMBOTE,-0.27
2004-09-20,HUACHO,-0.5951
2004-09-20,ILO,0.0873
2004-09-20,PAITA,2.9226
2004-09-20,PISCO,-1.1428
2004-09-20,SAN JOSE,-0.273
2004-09-20,TUMBES,0.7463
2004-09-21,CALLAO,-0.46
2004-09-21,CHICAMA,-0.7
2004-09-21,CHIMBOTE,-0.5
2004-09-21,HUACHO,-0.6284
2004-09-21,ILO,-0.046
2004-09-21,PAITA,2.3559
2004-09-21,PISCO,-0.5328
2004-09-21,SAN JOSE,-0.9396
2004-09-21,TUMBES,1.3797
2004-09-22,CALLAO,-0.23
2004-09-22,CHICAMA,-0.2
2004-09-22,CHIMBOTE,-0.4
2004-09-22,HUACHO,-0.5284
2004-09-22,ILO,-0.3127
2004-09-22,PAITA,1.8559
2004-09-22,PISCO,-0.3095
2004-09-22,SAN JOSE,-0.7396
2004-09-22,TUMBES,1.5463
2004-09-23,CALLAO,0.28
2004-09-23,CHICAMA,0.0
2004-09-23,CHIMBOTE,-0.63
2004-09-23,HUACHO,-0.4033
2004-09-23,ILO,-1.064
2004-09-23,PAITA,1.3018
2004-09-23,PISCO,-0.6018
2004-09-23,SAN JOSE,-0.2853
2004-09-23,TUMBES,1.8835
2004-09-24,CALLAO,0.58
2004-09-24,CHICAMA,0.1
2004-09-24,CHIMBOTE,0.2
2004-09-24,HUACHO,0.23
2004-09-24,ILO,-0.8974
2004-09-24,PAITA,0.4351
2004-09-24,PISCO,-0.9018
2004-09-24,SAN JOSE,-0.3519
2004-09-24,TUMBES,1.6835
2004-09-25,CALLAO,0.32
2004-09-25,CHICAMA,0.0
2004-09-25,CHIMBOTE,-0.03
2004-09-25,HUACHO,0.2967
2004-09-25,ILO,-0.7307
2004-09-25,PAITA,0.1351
2004-09-25,PISCO,-1.1351
2004-09-25,SAN JOSE,0.1147
2004-09-25,TUMBES,1.2835
2004-09-26,CHICAMA,0.0
2004-09-26,PISCO,-1.4684
2004-09-26,SAN JOSE,0.2147
2004-09-27,CALLAO,-0.25
2004-09-27,CHICAMA,0.5
2004-09-27,CHIMBOTE,0.33
2004-09-27,HUACHO,0.0634
2004-09-27,ILO,-0.9307
2004-09-27,PAITA,0.6351
2004-09-27,PISCO,-1.0018
2004-09-27,SAN JOSE,0.7481
2004-09-27,TUMBES,0.5835
2004-09-28,CALLAO,-0.26
2004-09-28,CHICAMA,0.8
2004-09-28,CHIMBOTE,0.29
2004-09-28,HUACHO,0.6464
2004-09-28,ILO,-0.7234
2004-09-28,PAITA,0.1502
2004-09-28,PISCO,-0.9261
2004-09-28,SAN JOSE,1.0536
2004-09-28,TUMBES,1.163
2004-09-29,CALLAO,-0.19
2004-09-29,CHICAMA,0.8
2004-09-29,CHIMBOTE,0.52
2004-09-29,HUACHO,0.813
2004-09-29,ILO,-0.2234
2004-09-29,PAITA,-1.0498
2004-09-29,PISCO,-1.1928
2004-09-29,SAN JOSE,0.9203
2004-09-29,TUMBES,0.963
2004-09-30,CALLAO,-0.22
2004-09-30,CHICAMA,0.9
2004-09-30,CHIMBOTE,0.49
2004-09-30,HUACHO,0.513
2004-09-30,ILO,-0.09
2004-09-30,PAITA,-0.2831
2004-09-30,PISCO,-0.9928
2004-09-30,SAN JOSE,0.9869
2004-09-30,TUMBES,1.163
2004-10-01,CALLAO,-0.26
2004-10-01,CHICAMA,0.5
2004-10-01,CHIMBOTE,0.96
2004-10-01,HUACHO,0.6464
2004-10-01,ILO,-0.0234
2004-10-01,PAITA,0.0169
2004-10-01,PISCO,-0.9261
2004-10-01,SAN JOSE,1.1536
2004-10-01,TUMBES,0.5964
2004-10-02,CALLAO,-0.22
2004-10-02,CHICAMA,0.4
2004-10-02,CHIMBOTE,0.56
2004-10-02,HUACHO,0.813
2004-10-02,ILO,0.0433
2004-10-02,PAITA,0.2836
2004-10-02,PISCO,-1.1261
2004-10-02,SAN JOSE,1.1536
2004-10-02,TUMBES,1.163
2004-10-03,CHICAMA,0.4
2004-10-03,PAITA,-0.0017
2004-10-03,PISCO,-1.4467
2004-10-03,SAN JOSE,1.2039
2004-10-04,CALLAO,0.19
2004-10-04,CHICAMA,0.2
2004-10-04,CHIMBOTE,0.65
2004-10-04,HUACHO,0.419
2004-10-04,ILO,-0.1382
2004-10-04,PAITA,1.5983
2004-10-04,PISCO,-1.58
2004-10-04,SAN JOSE,0.5372
2004-10-04,TUMBES,1.014
2004-10-05,CALLAO,0.15
2004-10-05,CHICAMA,-0.5
2004-10-05,CHIMBOTE,0.98
2004-10-05,HUACHO,0.2857
2004-10-05,ILO,0.0951
2004-10-05,PAITA,2.0983
2004-10-05,PISCO,-0.78
2004-10-05,SAN JOSE,-0.0295
2004-10-05,TUMBES,1.1474
2004-10-06,CALLAO,0.12
2004-10-06,CHICAMA,-0.6
2004-10-06,CHIMBOTE,1.08
2004-10-06,HUACHO,0.2523
2004-10-06,ILO,-0.1716
2004-10-06,PAITA,2.9983
2004-10-06,PISCO,-0.48
2004-10-06,SAN JOSE,0.4039
2004-10-06,TUMBES,0.8474
2004-10-07,CALLAO,-0.05
2004-10-07,CHICAMA,-0.2
2004-10-07,CHIMBOTE,0.58
2004-10-07,HUACHO,0.2857
2004-10-07,ILO,0.0284
2004-10-07,PAITA,3.4983
2004-10-07,PISCO,-0.3467
2004-10-07,SAN JOSE,-0.6961
2004-10-07,TUMBES,0.7474
2004-10-08,CALLAO,-0.16
2004-10-08,CHICAMA,-0.1
2004-10-08,CHIMBOTE,-0.51
2004-10-08,HUACHO,-0.2664
2004-10-08,PAITA,3.5028
2004-10-08,PISCO,-0.6858
2004-10-08,SAN JOSE,-0.8043
2004-10-09,CALLAO,-0.06
2004-10-09,CHICAMA,-0.2
2004-10-09,CHIMBOTE,-0.08
2004-10-09,HUACHO,-0.1664
2004-10-09,ILO,0.0796
2004-10-09,PAITA,2.8361
2004-10-09,PISCO,-0.1858
2004-10-09,SAN JOSE,-0.7043
2004-10-09,TUMBES,1.0814
2004-10-10,CHICAMA,-0.2
2004-10-10,PAITA,2.7028
2004-10-10,PISCO,-0.5191
2004-10-10,SAN JOSE,-0.471
2004-10-11,CALLAO,0.0
2004-10-11,CHICAMA,-0.5
2004-10-11,CHIMBOTE,0.36
2004-10-11,HUACHO,-0.0664
2004-10-11,ILO,0.0463
2004-10-11,PAITA,0.6028
2004-10-11,PISCO,-0.6191
2004-10-11,SAN JOSE,-0.371
2004-10-11,TUMBES,1.1148
2004-10-12,CALLAO,1.04
2004-10-12,CHICAMA,-0.4
2004-10-12,CHIMBOTE,0.32
2004-10-12,HUACHO,-0.2997
2004-10-12,ILO,0.2463
2004-10-12,PAITA,0.4028
2004-10-12,PISCO,-0.1858
2004-10-12,SAN JOSE,-0.271
2004-10-12,TUMBES,0.7814
2004-10-13,CALLAO,1.21
2004-10-13,CHICAMA,-0.7
2004-10-13,CHIMBOTE,0.51
2004-10-13,HUACHO,0.0716
2004-10-13,ILO,0.1759
2004-10-13,PAITA,-0.0644
2004-10-13,PISCO,0.0254
2004-10-13,SAN JOSE,0.0532
2004-10-13,TUMBES,-0.0916
2004-10-14,CALLAO,1.41
2004-10-14,CHICAMA,-0.5
2004-10-14,CHIMBOTE,0.48
2004-10-14,HUACHO,-0.1617
2004-10-14,ILO,0.3092
2004-10-14,PAITA,-0.1311
2004-10-14,PISCO,0.0587
2004-10-14,SAN JOSE,-0.2468
2004-10-14,TUMBES,-0.3583
2004-10-15,CALLAO,0.21
2004-10-15,CHICAMA,-0.5
2004-10-15,CHIMBOTE,0.14
2004-10-15,HUACHO,-0.095
2004-10-15,ILO,0.1092
2004-10-15,PAITA,-0.7311
2004-10-15,PISCO,-0.2413
2004-10-15,SAN JOSE,-0.3801
2004-10-15,TUMBES,-0.1916
2004-10-16,CALLAO,0.31
2004-10-16,CHICAMA,-0.3
2004-10-16,CHIMBOTE,0.24
2004-10-16,HUACHO,-0.6617
2004-10-16,ILO,0.2759
2004-10-16,PAITA,-1.1311
2004-10-16,PISCO,-0.208
2004-10-16,SAN JOSE,-0.3801
2004-10-16,TUMBES,0.3751
2004-10-17,CHICAMA,-0.2
2004-10-17,PAITA,-1.2311
2004-10-17,PISCO,-0.0413
2004-10-17,SAN JOSE,-0.0134
2004-10-18,CALLAO,0.33
2004-10-18,CHICAMA,-0.6
2004-10-18,CHIMBOTE,-0.48
2004-10-18,HUACHO,-0.5236
2004-10-18,ILO,0.2964
2004-10-18,PAITA,-1.6329
2004-10-18,PISCO,-0.161
2004-10-18,SAN JOSE,0.1201
2004-10-18,TUMBES,0.6595
2004-10-19,CALLAO,0.39
2004-10-19,CHICAMA,-0.5
2004-10-19,CHIMBOTE,-0.15
2004-10-19,HUACHO,-0.5236
2004-10-19,ILO,-0.4703
2004-10-19,PAITA,-1.8996
2004-10-19,PISCO,0.4057
2004-10-19,SAN JOSE,-0.2132
2004-10-19,TUMBES,0.1929
2004-10-20,CALLAO,0.03
2004-10-20,CHICAMA,-0.8
2004-10-20,CHIMBOTE,0.05
2004-10-20,HUACHO,-0.7903
2004-10-20,ILO,-0.3036
2004-10-20,PAITA,-1.0996
2004-10-20,PISCO,-0.0277
2004-10-20,SAN JOSE,-0.6465
2004-10-20,TUMBES,0.1262
2004-10-21,CALLAO,-0.17
2004-10-21,CHICAMA,-0.9
2004-10-21,CHIMBOTE,-0.58
2004-10-21,HUACHO,-0.6236
2004-10-21,ILO,-0.3703
2004-10-21,PAITA,-0.8996
2004-10-21,PISCO,0.2723
2004-10-21,SAN JOSE,-0.8132
2004-10-21,TUMBES,-0.2738
2004-10-22,CALLAO,-0.41
2004-10-22,CHICAMA,-0.6
2004-10-22,CHIMBOTE,-0.55
2004-10-22,HUACHO,-0.5903
2004-10-22,ILO,-0.1036
2004-10-22,PAITA,-0.4329
2004-10-22,PISCO,1.739
2004-10-22,SAN JOSE,-0.0799
2004-10-22,TUMBES,-0.0738
2004-10-23,CALLAO,-0.45
2004-10-23,CHICAMA,-0.8
2004-10-23,CHIMBOTE,-0.68
2004-10-23,HUACHO,-1.0405
2004-10-23,ILO,-0.1978
2004-10-23,PAITA,1.2627
2004-10-23,PISCO,1.303
2004-10-23,SAN JOSE,-0.0512
2004-10-23,TUMBES,-0.915
2004-10-24,CHICAMA,-0.7
2004-10-24,PAITA,1.9294
2004-10-24,PISCO,1.7364
2004-10-24,SAN JOSE,0.0821
2004-10-25,CALLAO,-0.02
2004-10-25,CHICAMA,-0.3
2004-10-25,CHIMBOTE,-1.05
2004-10-25,HUACHO,-0.4072
2004-10-25,ILO,-0.3978
2004-10-25,PAITA,2.1627
2004-10-25,PISCO,1.4697
2004-10-25,SAN JOSE,-0.9179
2004-10-25,TUMBES,-0.8816
2004-10-26,CALLAO,0.48
2004-10-26,CHICAMA,-0.5
2004-10-26,CHIMBOTE,-0.45
2004-10-26,HUACHO,-0.2072
2004-10-26,ILO,-0.6311
2004-10-26,PAITA,2.6294
2004-10-26,PISCO,0.9364
2004-10-26,SAN JOSE,-0.1845
2004-10-26,TUMBES,-0.115
2004-10-27,CALLAO,0.32
2004-10-27,CHICAMA,-0.3
2004-10-27,CHIMBOTE,-0.81
2004-10-27,HUACHO,-0.0072
2004-10-27,ILO,-0.8978
2004-10-27,PAITA,3.6294
2004-10-27,PISCO,1.5364
2004-10-27,SAN JOSE,0.0821
2004-10-27,TUMBES,0.5517
2004-10-28,CALLAO,-0.03
2004-10-28,CHICAMA,-0.2
2004-10-28,CHIMBOTE,-0.05
2004-10-28,HUACHO,0.3304
2004-10-28,ILO,-0.8715
2004-10-28,PAITA,3.2766
2004-10-28,PISCO,1.8597
2004-10-28,SAN JOSE,-0.1527
2004-10-28,TUMBES,0.3991
2004-10-29,CALLAO,-0.19
2004-10-29,CHICAMA,0.8
2004-10-29,CHIMBOTE,-0.01
2004-10-29,HUACHO,0.3638
2004-10-29,ILO,-0.9381
2004-10-29,PAITA,2.2099
2004-10-29,PISCO,2.1264
2004-10-29,SAN JOSE,-0.1527
2004-10-29,TUMBES,0.5658
2004-10-30,CALLAO,-0.28
2004-10-30,CHICAMA,0.3
2004-10-30,CHIMBOTE,-0.05
2004-10-30,ILO,-0.8381
2004-10-30,PAITA,1.8766
2004-10-30,PISCO,1.7597
2004-10-30,SAN JOSE,0.114
2004-10-30,TUMBES,0.8324
2004-10-31,CHICAMA,-0.3
2004-10-31,PAITA,1.2099
2004-10-31,PISCO,1.5597
2004-10-31,SAN JOSE,0.314
2004-11-01,CALLAO,0.64
2004-11-01,CHICAMA,0.7
2004-11-01,CHIMBOTE,-0.38
2004-11-01,PAITA,0.8766
2004-11-01,PISCO,2.2597
2004-11-01,SAN JOSE,0.214
2004-11-02,CALLAO,0.65
2004-11-02,CHICAMA,0.4
2004-11-02,CHIMBOTE,-0.22
2004-11-02,HUACHO,0.2318
2004-11-02,ILO,-0.2806
2004-11-02,PAITA,0.1972
2004-11-02,PISCO,2.1676
2004-11-02,SAN JOSE,0.2732
2004-11-02,TUMBES,0.8483
2004-11-03,CALLAO,-0.25
2004-11-03,CHICAMA,0.8
2004-11-03,CHIMBOTE,-0.29
2004-11-03,HUACHO,-0.3682
2004-11-03,ILO,-0.1472
2004-11-03,PAITA,0.3639
2004-11-03,PISCO,2.4676
2004-11-03,SAN JOSE,0.0632
2004-11-03,TUMBES,1.2816
2004-11-04,CALLAO,0.15
2004-11-04,CHICAMA,0.7
2004-11-04,CHIMBOTE,-0.26
2004-11-04,HUACHO,-0.5682
2004-11-04,ILO,-0.2472
2004-11-04,PAITA,0.4639
2004-11-04,PISCO,2.4342
2004-11-04,SAN JOSE,-0.0701
2004-11-04,TUMBES,0.4149
2004-11-05,CALLAO,-0.22
2004-11-05,CHICAMA,1.0
2004-11-05,CHIMBOTE,-0.46
2004-11-05,HUACHO,-0.6349
2004-11-05,ILO,-0.1139
2004-11-05,PAITA,-0.5028
2004-11-05,PISCO,2.1676
2004-11-05,SAN JOSE,0.4632
2004-11-05,TUMBES,-0.2517
2004-11-06,CALLAO,-0.15
2004-11-06,CHICAMA,0.7
2004-11-06,CHIMBOTE,-0.62
2004-11-06,HUACHO,-0.4682
2004-11-06,ILO,-0.0139
2004-11-06,PAITA,1.1972
2004-11-06,PISCO,1.3342
2004-11-06,SAN JOSE,0.4632
2004-11-06,TUMBES,-0.1184
2004-11-07,CHICAMA,0.7
2004-11-07,PAITA,2.1584
2004-11-07,PISCO,1.5836
2004-11-07,SAN JOSE,0.5355
2004-11-08,CALLAO,-0.39
2004-11-08,CHICAMA,0.7
2004-11-08,CHIMBOTE,-0.31
2004-11-08,HUACHO,-0.7611
2004-11-08,ILO,0.0123
2004-11-08,PAITA,2.4917
2004-11-08,PISCO,2.0503
2004-11-08,SAN JOSE,0.7688
2004-11-08,TUMBES,0.5824
2004-11-09,CALLAO,-0.56
2004-11-09,CHICAMA,1.2
2004-11-09,CHIMBOTE,-0.08
2004-11-09,HUACHO,0.0389
2004-11-09,ILO,-0.7544
2004-11-09,PAITA,3.1917
2004-11-09,PISCO,1.817
2004-11-09,SAN JOSE,0.5688
2004-11-09,TUMBES,-0.1843
2004-11-10,CALLAO,-0.52
2004-11-10,CHICAMA,1.3
2004-11-10,CHIMBOTE,-0.18
2004-11-10,HUACHO,-0.0944
2004-11-10,ILO,-0.5211
2004-11-10,PAITA,3.325
2004-11-10,PISCO,1.0836
2004-11-10,SAN JOSE,0.9021
2004-11-10,TUMBES,-0.3509
2004-11-11,CALLAO,-0.52
2004-11-11,CHICAMA,0.7
2004-11-11,CHIMBOTE,0.29
2004-11-11,HUACHO,-0.1944
2004-11-11,ILO,0.5456
2004-11-11,PAITA,3.5917
2004-11-11,PISCO,1.4503
2004-11-11,SAN JOSE,1.3355
2004-11-11,TUMBES,0.9824
2004-11-12,CALLAO,-0.3
2004-11-12,CHICAMA,0.6
2004-11-12,CHIMBOTE,0.54
2004-11-12,HUACHO,-0.0777
2004-11-12,ILO,1.2074
2004-11-12,PAITA,1.7663
2004-11-12,PISCO,1.7581
2004-11-12,SAN JOSE,0.992
2004-11-12,TUMBES,0.8034
2004-11-13,CALLAO,-0.38
2004-11-13,CHICAMA,1.1
2004-11-13,CHIMBOTE,1.54
2004-11-13,HUACHO,-0.0777
2004-11-13,ILO,1.3074
2004-11-13,PAITA,-0.3004
2004-11-13,PISCO,2.2248
2004-11-13,SAN JOSE,1.392
2004-11-13,TUMBES,0.6034
2004-11-14,CHICAMA,1.2
2004-11-14,PAITA,1.433
2004-11-14,PISCO,2.1248
2004-11-14,SAN JOSE,1.2587
2004-11-15,CALLAO,-0.2
2004-11-15,CHICAMA,0.9
2004-11-15,CHIMBOTE,1.24
2004-11-15,HUACHO,0.789
2004-11-15,ILO,0.2074
2004-11-15,PAITA,1.6663
2004-11-15,PISCO,0.5581
2004-11-15,SAN JOSE,1.7587
2004-11-15,TUMBES,1.1034
2004-11-16,CALLAO,0.1
2004-11-16,CHICAMA,1.1
2004-11-16,CHIMBOTE,1.44
2004-11-16,HUACHO,0.789
2004-11-16,ILO,-0.0926
2004-11-16,PAITA,0.8996
2004-11-16,PISCO,0.5581
2004-11-16,SAN JOSE,1.6254
2004-11-16,TUMBES,1.07
2004-11-17,CALLAO,0.2
2004-11-17,CHICAMA,0.9
2004-11-17,CHIMBOTE,0.92
2004-11-17,HUACHO,1.1678
2004-11-17,ILO,-0.8048
2004-11-17,PAITA,0.9357
2004-11-17,PISCO,0.7658
2004-11-17,SAN JOSE,1.7727
2004-11-17,TUMBES,1.0508
2004-11-18,CALLAO,0.07
2004-11-18,CHICAMA,1.0
2004-11-18,CHIMBOTE,1.02
2004-11-18,HUACHO,0.6345
2004-11-18,ILO,-0.7715
2004-11-18,PAITA,0.8357
2004-11-18,PISCO,0.7658
2004-11-18,SAN JOSE,1.7827
2004-11-18,TUMBES,1.1508
2004-11-19,CALLAO,0.04
2004-11-19,CHICAMA,1.0
2004-11-19,CHIMBOTE,1.05
2004-11-19,HUACHO,0.6345
2004-11-19,ILO,0.2285
2004-11-19,PAITA,0.5357
2004-11-19,PISCO,0.2325
2004-11-19,SAN JOSE,1.2727
2004-11-19,TUMBES,0.7174
2004-11-20,CALLAO,0.04
2004-11-20,CHICAMA,1.0
2004-11-20,CHIMBOTE,0.95
2004-11-20,HUACHO,0.3345
2004-11-20,ILO,0.2952
2004-11-20,PAITA,0.469
2004-11-20,PISCO,0.4992
2004-11-20,SAN JOSE,1.2061
2004-11-20,TUMBES,0.7841
2004-11-21,CHICAMA,1.2
2004-11-21,PISCO,1.0658
2004-11-21,SAN JOSE,1.3727
2004-11-22,CALLAO,0.23
2004-11-22,CHICAMA,1.0
2004-11-22,CHIMBOTE,0.18
2004-11-22,HUACHO,0.1518
2004-11-22,ILO,-1.6632
2004-11-22,PAITA,0.0492
2004-11-22,PISCO,0.0811
2004-11-22,SAN JOSE,1.0333
2004-11-22,TUMBES,0.4864
2004-11-23,CALLAO,0.26
2004-11-23,CHICAMA,0.6
2004-11-23,CHIMBOTE,0.78
2004-11-23,HUACHO,-0.0482
2004-11-23,ILO,-1.4299
2004-11-23,PAITA,-0.3508
2004-11-23,PISCO,0.5478
2004-11-23,SAN JOSE,0.8333
2004-11-23,TUMBES,-0.5136
2004-11-24,CALLAO,0.49
2004-11-24,CHICAMA,0.6
2004-11-24,CHIMBOTE,0.25
2004-11-24,HUACHO,-0.0815
2004-11-24,ILO,-0.7299
2004-11-24,PAITA,-0.6842
2004-11-24,PISCO,0.7478
2004-11-24,SAN JOSE,0.9
2004-11-24,TUMBES,0.3197
2004-11-25,CALLAO,0.36
2004-11-25,CHICAMA,0.5
2004-11-25,CHIMBOTE,0.65
2004-11-25,HUACHO,0.3852
2004-11-25,ILO,-0.7299
2004-11-25,PAITA,-1.0508
2004-11-25,PISCO,1.7144
2004-11-25,SAN JOSE,1.0333
2004-11-25,TUMBES,-0.1136
2004-11-26,CALLAO,1.73
2004-11-26,CHICAMA,0.3
2004-11-26,CHIMBOTE,0.35
2004-11-26,HUACHO,0.6518
2004-11-26,ILO,-0.7966
2004-11-26,PAITA,-0.9842
2004-11-26,PISCO,0.7811
2004-11-26,SAN JOSE,2.0333
2004-11-26,TUMBES,0.753
2004-11-27,CALLAO,0.5
2004-11-27,CHICAMA,0.0
2004-11-27,CHIMBOTE,0.19
2004-11-27,HUACHO,-0.5006
2004-11-27,ILO,-0.7242
2004-11-27,PAITA,-1.6068
2004-11-27,PISCO,0.1184
2004-11-27,SAN JOSE,1.2897
2004-11-27,TUMBES,-0.4644
2004-11-28,CHICAMA,-0.2
2004-11-28,PAITA,-0.7735
2004-11-28,PISCO,0.385
2004-11-28,SAN JOSE,1.1563
2004-11-29,CALLAO,0.05
2004-11-29,CHICAMA,-0.1
2004-11-29,CHIMBOTE,0.22
2004-11-29,HUACHO,-0.6339
2004-11-29,ILO,-0.3909
2004-11-29,PAITA,-0.6401
2004-11-29,PISCO,0.985
2004-11-29,SAN JOSE,0.5563
2004-11-29,TUMBES,0.8356
2004-11-30,CALLAO,0.05
2004-11-30,CHICAMA,-0.2
2004-11-30,CHIMBOTE,-0.48
2004-11-30,HUACHO,-0.4673
2004-11-30,ILO,-0.3909
2004-11-30,PAITA,-0.1401
2004-11-30,PISCO,1.5184
2004-11-30,SAN JOSE,0.2563
2004-11-30,TUMBES,0.0356
2004-12-01,CALLAO,-0.05
2004-12-01,CHICAMA,-0.8
2004-12-01,CHIMBOTE,-0.01
2004-12-01,HUACHO,0.2661
2004-12-01,ILO,-0.1909
2004-12-01,PAITA,-0.5068
2004-12-01,PISCO,0.785
2004-12-01,SAN JOSE,-0.2103
2004-12-01,TUMBES,0.2689
2004-12-02,CALLAO,-0.24
2004-12-02,CHICAMA,-0.8
2004-12-02,CHIMBOTE,-0.22
2004-12-02,HUACHO,-0.3823
2004-12-02,ILO,-0.8878
2004-12-02,PAITA,-0.9614
2004-12-02,PISCO,1.1366
2004-12-02,SAN JOSE,0.0536
2004-12-02,TUMBES,0.2088
2004-12-03,CALLAO,-0.4
2004-12-03,CHICAMA,-0.6
2004-12-03,CHIMBOTE,-0.49
2004-12-03,HUACHO,0.1844
2004-12-03,ILO,-1.4211
2004-12-03,PAITA,-1.528
2004-12-03,PISCO,1.5033
2004-12-03,SAN JOSE,-0.2464
